year,doy_start,date_start,date_end,region,chlor_a_n_pixels,sst_n_pixels,chlor_a_max,sst_max,chlor_a_mean,sst_mean,chlor_a_min,sst_min,chlor_a_std,sst_std,rainfall_mm_total_mean,rainfall_mm_total_min,rainfall_mm_total_max,rainfall_mm_max_daily,rainy_days_mean,rainfall_n_cells,hab_event_documented,hab_events_last_52w,bloom,bloom_or_documented
2022,281,2022-10-08,2022-10-15,Karnataka,1169.0,1211.0,21.6399,31.305,3.488,28.3918,0.7525,26.27,2.5499,0.8312,61.889,3.506,196.313,86.598,4.39,117,0,1,1,1
2022,281,2022-10-08,2022-10-15,Kerala,4778.0,5434.0,80.9614,32.72,2.295,28.8535,0.1428,25.985,3.905,0.7823,65.013,2.012,196.313,133.157,4.06,247,0,0,1,1
2022,289,2022-10-16,2022-10-23,Karnataka,1060.0,1231.0,29.7987,32.9,2.3283,29.3593,0.4312,27.2,2.7994,0.4857,59.454,9.372,231.0,83.143,5.32,117,0,1,1,1
2022,289,2022-10-16,2022-10-23,Kerala,4184.0,4883.0,45.9888,32.64,1.5116,29.5399,0.1934,26.17,2.8594,0.8163,108.513,22.164,236.932,101.299,6.44,247,0,0,0,0
2022,297,2022-10-24,2022-10-31,Karnataka,1082.0,1245.0,74.1825,31.67,1.774,29.5409,0.4129,26.815,3.5129,0.5047,1.292,0.0,28.248,27.157,0.2,117,0,1,0,0
2022,297,2022-10-24,2022-10-31,Kerala,4136.0,5502.0,28.8136,32.835,0.7771,29.3944,0.1572,27.145,1.0802,0.3741,14.982,0.0,107.089,52.644,1.7,247,0,0,0,0
2022,305,2022-11-01,2022-11-08,Karnataka,,1245.0,,34.565,,29.9018,,27.19,,0.5649,11.336,0.0,76.477,51.516,1.42,117,0,1,,
2022,305,2022-11-01,2022-11-08,Kerala,,5350.0,,35.15,,29.5477,,27.52,,0.6297,54.975,1.041,175.79,106.0,4.38,247,0,0,,
2022,313,2022-11-09,2022-11-16,Karnataka,1007.0,1292.0,52.8626,34.01,2.2123,29.5303,0.2361,27.115,4.2833,0.6422,3.233,0.0,38.698,19.583,0.69,117,0,1,1,1
2022,313,2022-11-09,2022-11-16,Kerala,1627.0,3251.0,51.854,34.22,1.0245,29.4881,0.1558,27.065,2.4959,0.7658,47.762,2.399,164.107,91.43,3.79,247,0,0,0,0
2022,321,2022-11-17,2022-11-24,Karnataka,832.0,1259.0,15.6409,33.905,1.2468,28.9656,0.2422,26.72,1.8493,0.5747,2.534,0.0,12.675,10.48,0.74,117,0,1,0,0
2022,321,2022-11-17,2022-11-24,Kerala,3460.0,5589.0,49.3788,33.385,1.1869,29.0809,0.1227,27.08,3.1595,0.5161,6.711,0.0,78.898,77.237,0.74,247,0,0,0,0
2022,329,2022-11-25,2022-12-02,Karnataka,24.0,1300.0,5.5001,33.43,1.5911,29.3765,0.2902,27.635,2.047,0.5187,14.359,0.0,68.748,44.642,1.6,117,0,1,0,0
2022,329,2022-11-25,2022-12-02,Kerala,2539.0,5601.0,23.4851,33.785,0.7079,29.3028,0.1049,27.1,1.3338,0.435,31.992,0.141,210.061,112.6,2.28,247,0,0,0,0
2022,337,2022-12-03,2022-12-10,Karnataka,558.0,1074.0,20.3469,34.225,2.0929,30.0714,0.2184,27.65,2.984,0.6597,0.798,0.0,16.714,16.714,0.1,117,0,1,1,1
2022,337,2022-12-03,2022-12-10,Kerala,999.0,2171.0,20.3469,34.62,0.8978,29.5903,0.1367,25.715,2.1324,0.7225,16.271,0.0,95.819,78.847,1.75,247,0,0,0,0
2022,345,2022-12-11,2022-12-18,Karnataka,1183.0,1252.0,26.0833,32.415,2.8951,29.2122,0.1957,26.195,3.7228,0.5068,23.558,0.996,61.295,48.437,3.11,117,0,1,1,1
2022,345,2022-12-11,2022-12-18,Kerala,5399.0,5646.0,40.9517,35.1,1.0505,29.3307,0.1412,25.875,2.7317,0.5398,56.763,6.528,181.567,139.589,3.66,247,0,0,0,0
2022,353,2022-12-19,2022-12-26,Karnataka,,1275.0,,33.33,,28.8575,,25.795,,0.6501,0.016,0.0,0.503,0.503,0.0,117,0,1,,
2022,353,2022-12-19,2022-12-26,Kerala,,5643.0,,35.11,,29.0603,,26.1,,0.6792,4.105,0.0,26.476,26.476,0.66,247,0,0,,
2022,361,2022-12-27,2022-12-31,Karnataka,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,117,0,1,,
2022,361,2022-12-27,2022-12-31,Kerala,,,,,,,,,,,3.242,0.0,49.345,29.845,0.49,247,0,0,,
2023,1,2023-01-01,2023-01-08,Karnataka,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,117,0,1,,
2023,1,2023-01-01,2023-01-08,Kerala,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,247,0,0,,
2023,9,2023-01-09,2023-01-16,Karnataka,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,117,0,1,,
2023,9,2023-01-09,2023-01-16,Kerala,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,247,0,0,,
2023,17,2023-01-17,2023-01-24,Karnataka,1141.0,,73.8346,,1.6395,,0.2047,,3.0995,,0.0,0.0,0.0,0.0,0.0,117,0,1,0,0
2023,17,2023-01-17,2023-01-24,Kerala,4926.0,,8.7949,,0.4911,,0.1863,,0.7497,,0.835,0.0,11.339,11.339,0.2,247,0,0,0,0
2023,25,2023-01-25,2023-02-01,Karnataka,614.0,1214.0,10.0846,34.11,1.5925,28.9513,0.2691,26.36,1.4735,0.5026,0.863,0.0,13.824,13.824,0.15,117,0,1,0,0
2023,25,2023-01-25,2023-02-01,Kerala,2970.0,5340.0,7.095,35.115,0.4787,28.8101,0.1844,27.085,0.6006,0.7424,9.165,0.0,39.766,39.766,0.98,247,0,0,0,0
2023,33,2023-02-02,2023-02-09,Karnataka,780.0,1206.0,73.2334,35.75,0.6746,28.9027,0.1879,26.395,3.7046,0.5252,0.0,0.0,0.0,0.0,0.0,117,0,1,0,0
2023,33,2023-02-02,2023-02-09,Kerala,2397.0,5459.0,3.3217,36.43,0.3693,28.6132,0.1879,27.425,0.2671,0.4918,2.152,0.0,13.392,13.205,0.5,247,0,0,0,0
2023,41,2023-02-10,2023-02-17,Karnataka,981.0,1198.0,9.1021,35.085,0.5265,28.9338,0.1924,25.91,0.8399,0.4705,0.007,0.0,0.376,0.376,0.0,117,0,1,0,0
2023,41,2023-02-10,2023-02-17,Kerala,3410.0,5533.0,7.1808,37.61,0.3152,28.8911,0.157,27.705,0.3605,0.5436,0.0,0.0,0.0,0.0,0.0,247,0,0,0,0
2023,49,2023-02-18,2023-02-25,Karnataka,883.0,1202.0,16.259,35.925,0.7347,29.1921,0.1858,26.535,1.5481,0.5141,0.0,0.0,0.0,0.0,0.0,117,0,1,0,0
2023,49,2023-02-18,2023-02-25,Kerala,4639.0,5542.0,6.7237,36.315,0.3688,29.1577,0.1597,27.71,0.5518,0.5736,0.008,0.0,0.796,0.796,0.0,247,0,0,0,0
2023,57,2023-02-26,2023-03-05,Karnataka,980.0,1186.0,7.8815,33.445,0.623,29.8987,0.2021,25.85,1.1388,0.4122,0.0,0.0,0.0,0.0,0.0,117,0,1,0,0
2023,57,2023-02-26,2023-03-05,Kerala,5289.0,5499.0,11.8663,38.06,0.3956,29.6144,0.0709,26.72,0.7644,0.5862,0.02,0.0,0.556,0.417,0.0,247,0,0,0,0
2023,65,2023-03-06,2023-03-13,Karnataka,1050.0,1180.0,8.8892,31.57,0.5437,30.1958,0.175,26.37,0.7996,0.5218,0.0,0.0,0.0,0.0,0.0,117,0,1,0,0
2023,65,2023-03-06,2023-03-13,Kerala,3268.0,5494.0,4.6032,37.87,0.2805,30.3997,0.115,28.88,0.3479,0.6359,0.083,0.0,4.556,4.556,0.03,247,0,0,0,0
2023,73,2023-03-14,2023-03-21,Karnataka,1051.0,1198.0,4.2277,37.13,0.5081,30.9094,0.1441,30.105,0.719,0.5378,3.808,0.0,29.287,22.577,0.67,117,0,1,0,0
2023,73,2023-03-14,2023-03-21,Kerala,2675.0,5544.0,3.3685,36.98,0.2713,30.3692,0.1246,28.695,0.3075,0.6628,12.226,0.0,79.656,32.979,1.93,247,0,0,0,0
2023,81,2023-03-22,2023-03-29,Karnataka,405.0,1175.0,5.8421,30.615,1.2929,29.32,0.1243,27.86,1.2317,0.3959,0.0,0.0,0.0,0.0,0.0,117,0,1,0,0
2023,81,2023-03-22,2023-03-29,Kerala,1645.0,5491.0,5.8421,39.795,0.2116,29.5516,0.1177,27.86,0.2597,0.5656,11.357,0.0,114.036,67.0,1.05,247,0,0,0,0
2023,89,2023-03-30,2023-04-06,Karnataka,1151.0,1198.0,5.9748,38.065,0.7973,29.5272,0.135,28.305,1.1124,0.8151,0.143,0.0,5.88,3.27,0.05,117,0,1,0,0
2023,89,2023-03-30,2023-04-06,Kerala,4280.0,5551.0,10.1863,38.065,0.4951,29.8529,0.0974,28.305,0.9912,0.7653,21.743,0.0,110.97,62.122,2.48,247,0,0,0,0
2023,97,2023-04-07,2023-04-14,Karnataka,867.0,1189.0,3.2525,38.895,0.255,30.6191,0.114,29.455,0.3072,0.5613,2.218,0.0,34.109,33.995,0.5,117,0,1,0,0
2023,97,2023-04-07,2023-04-14,Kerala,3143.0,5529.0,2.2425,39.96,0.194,30.7171,0.0904,29.3,0.1441,0.6541,7.129,0.0,85.339,42.904,0.97,247,0,0,0,0
2023,105,2023-04-15,2023-04-22,Karnataka,17.0,1198.0,0.1452,39.535,0.1406,31.0938,0.1337,30.025,0.0032,0.7386,2.959,0.0,24.226,19.718,0.45,117,0,1,0,0
2023,105,2023-04-15,2023-04-22,Kerala,2249.0,5542.0,1.9427,39.535,0.1902,30.7474,0.109,29.645,0.1361,0.6179,4.082,0.0,30.479,28.148,0.61,247,1,1,0,1
2023,113,2023-04-23,2023-04-30,Karnataka,1159.0,1193.0,6.5759,37.555,0.6224,30.6084,0.1042,29.97,1.0031,0.5925,15.537,0.0,69.596,51.261,1.69,117,0,1,0,0
2023,113,2023-04-23,2023-04-30,Kerala,3936.0,5506.0,12.5946,39.23,0.2317,30.7211,0.0777,29.28,0.4773,0.7044,50.309,0.018,214.989,79.707,4.02,247,0,1,0,0
2023,121,2023-05-01,2023-05-08,Karnataka,852.0,1190.0,5.6581,39.775,0.6602,31.4678,0.0719,29.525,1.0729,0.8823,5.854,0.0,58.239,55.408,0.95,117,0,1,0,0
2023,121,2023-05-01,2023-05-08,Kerala,535.0,1752.0,0.8185,39.775,0.1329,31.4627,0.0622,29.24,0.0897,0.7468,63.327,0.558,213.247,153.896,4.01,247,0,1,0,0
2023,129,2023-05-09,2023-05-16,Karnataka,346.0,1205.0,4.2094,36.125,0.4856,30.5784,0.1193,29.515,0.5079,0.633,37.383,0.799,107.2,62.979,3.34,117,0,1,0,0
2023,129,2023-05-09,2023-05-16,Kerala,690.0,5018.0,0.1971,37.49,0.0986,30.6077,0.0688,27.67,0.022,0.7592,36.351,0.131,108.236,58.352,3.33,247,0,1,0,0
2023,137,2023-05-17,2023-05-24,Karnataka,212.0,1217.0,5.569,39.89,0.6369,30.5676,0.1963,29.42,0.9425,1.0606,23.007,0.901,87.2,87.2,1.9,117,0,1,0,0
2023,137,2023-05-17,2023-05-24,Kerala,1473.0,5609.0,40.762,38.1,0.2907,30.5801,0.0693,29.315,1.5371,0.7235,29.293,0.348,130.131,105.359,3.21,247,0,1,0,0
2023,145,2023-05-25,2023-06-01,Karnataka,796.0,1215.0,6.1862,39.42,0.6494,31.0933,0.078,29.88,0.819,0.7521,29.099,1.6,105.6,76.538,2.69,117,0,1,0,0
2023,145,2023-05-25,2023-06-01,Kerala,2762.0,5426.0,2.5677,35.61,0.1337,31.2234,0.0539,28.945,0.1107,0.747,30.7,0.994,135.09,61.879,3.53,247,0,1,0,0
2023,153,2023-06-02,2023-06-09,Karnataka,432.0,1171.0,3.8394,38.485,0.3884,30.9449,0.0709,29.525,0.5317,0.9847,6.627,0.0,34.728,31.445,1.25,117,0,1,0,0
2023,153,2023-06-02,2023-06-09,Kerala,630.0,4344.0,4.0295,38.485,0.1763,30.5306,0.0745,27.755,0.317,0.689,39.754,0.0,125.93,89.245,3.17,247,0,1,0,0
2023,161,2023-06-10,2023-06-17,Karnataka,,1093.0,,33.745,,29.8591,,28.78,,0.4333,42.115,0.0,160.194,49.607,4.1,117,0,1,,
2023,161,2023-06-10,2023-06-17,Kerala,3067.0,5142.0,69.948,33.35,1.7961,29.8419,0.1084,26.375,5.6768,0.5483,56.215,0.0,167.884,49.95,5.08,247,0,1,0,0
2023,169,2023-06-18,2023-06-25,Karnataka,,280.0,,34.82,,30.6462,,28.87,,0.7461,77.279,1.221,349.587,107.229,4.8,117,0,1,,
2023,169,2023-06-18,2023-06-25,Kerala,7.0,1986.0,4.2933,32.555,2.6653,28.8679,1.1412,26.595,1.3276,0.6094,40.111,0.201,123.16,52.818,4.24,247,0,1,1,1
2023,177,2023-06-26,2023-07-03,Karnataka,,103.0,,29.455,,28.6692,,27.79,,0.3953,142.791,0.0,550.455,144.775,6.35,117,0,0,,
2023,177,2023-06-26,2023-07-03,Kerala,797.0,2305.0,29.6716,33.2,1.2108,28.9666,0.1041,27.07,3.2575,0.6676,92.755,0.364,305.736,138.143,5.91,247,0,1,0,0
2023,185,2023-07-04,2023-07-11,Karnataka,,25.0,,28.295,,27.8064,,27.415,,0.3006,284.909,14.951,777.805,253.323,7.38,117,0,0,,
2023,185,2023-07-04,2023-07-11,Kerala,500.0,2996.0,33.2907,32.655,5.6456,28.2363,0.6035,24.99,3.2184,0.6629,249.003,2.218,622.707,200.266,6.59,247,0,1,1,1
2023,193,2023-07-12,2023-07-19,Karnataka,,189.0,,28.62,,27.9632,,26.86,,0.353,136.3,0.0,475.091,156.693,6.88,117,0,0,,
2023,193,2023-07-12,2023-07-19,Kerala,728.0,2486.0,63.2287,30.38,5.8412,27.842,0.1015,24.25,9.7414,0.8883,45.447,0.101,178.281,58.017,5.07,247,0,1,1,1
2023,201,2023-07-20,2023-07-27,Karnataka,,,,,,,,,,,395.558,56.759,926.049,221.671,7.98,117,0,0,,
2023,201,2023-07-20,2023-07-27,Kerala,902.0,3139.0,61.0259,31.155,5.4365,27.9711,0.128,24.94,8.5727,0.8753,188.51,4.57,677.53,169.37,6.84,247,0,1,1,1
2023,209,2023-07-28,2023-08-04,Karnataka,2.0,1161.0,1.2843,31.26,1.2843,27.2825,1.2843,25.605,0.0,0.5901,62.518,1.938,226.835,82.76,6.06,117,0,0,0,0
2023,209,2023-07-28,2023-08-04,Kerala,3568.0,5522.0,84.6369,32.585,4.7387,27.8877,0.145,24.875,8.7825,0.8311,18.394,0.0,127.149,70.76,3.01,247,0,1,1,1
2023,217,2023-08-05,2023-08-12,Karnataka,21.0,1180.0,6.55,32.14,4.0521,27.4753,1.9252,25.865,1.4226,0.6362,37.881,0.106,153.279,57.258,4.05,117,0,0,1,1
2023,217,2023-08-05,2023-08-12,Kerala,965.0,5166.0,17.3686,33.44,3.3997,27.7654,0.1589,21.21,2.7396,0.9096,20.958,0.0,93.689,48.449,2.89,247,0,1,1,1
2023,225,2023-08-13,2023-08-20,Karnataka,18.0,1198.0,5.6819,31.365,3.8632,27.5602,2.0146,25.555,1.4492,0.7042,44.091,0.978,153.996,92.445,3.38,117,0,0,1,1
2023,225,2023-08-13,2023-08-20,Kerala,1255.0,5588.0,63.6712,34.27,2.5206,28.3941,0.1878,24.405,5.3816,0.972,17.339,0.0,85.219,46.518,2.02,247,0,1,1,1
2023,233,2023-08-21,2023-08-28,Karnataka,80.0,1202.0,6.8403,33.11,1.605,28.8903,0.3888,25.72,1.4764,1.0272,8.835,0.0,61.471,37.756,1.65,117,0,0,0,0
2023,233,2023-08-21,2023-08-28,Kerala,3278.0,5498.0,74.0096,35.4,3.1994,28.5269,0.156,25.72,6.7994,0.9307,1.834,0.0,19.441,12.559,0.57,247,0,1,1,1
2023,241,2023-08-29,2023-09-05,Karnataka,1046.0,1245.0,51.9337,33.495,2.827,29.4431,0.3593,27.565,4.3736,0.799,13.448,0.277,53.886,50.415,2.57,117,0,0,1,1
2023,241,2023-08-29,2023-09-05,Kerala,2013.0,3456.0,68.6007,35.27,2.4221,29.3553,0.1967,27.24,5.2162,0.7328,66.867,0.0,363.775,145.383,4.44,247,0,1,1,1
2023,249,2023-09-06,2023-09-13,Karnataka,,735.0,,32.59,,28.8367,,27.36,,0.6799,84.561,2.359,310.686,89.572,5.91,117,0,0,,
2023,249,2023-09-06,2023-09-13,Kerala,,2410.0,,34.095,,28.9649,,26.905,,0.6148,119.247,0.29,310.686,98.959,6.36,247,0,1,,
2023,257,2023-09-14,2023-09-21,Karnataka,,,,,,,,,,,77.725,0.704,280.395,122.994,5.77,117,0,0,,
2023,257,2023-09-14,2023-09-21,Kerala,,,,,,,,,,,74.718,0.173,199.396,86.771,5.66,247,0,1,,
2023,265,2023-09-22,2023-09-29,Karnataka,,,,,,,,,,,64.891,0.928,243.183,77.11,5.05,117,0,0,,
2023,265,2023-09-22,2023-09-29,Kerala,,,,,,,,,,,85.68,0.089,248.219,136.504,5.51,247,0,1,,
2023,273,2023-09-30,2023-10-07,Karnataka,,,,,,,,,,,61.038,0.0,206.256,138.229,2.76,117,0,0,,
2023,273,2023-09-30,2023-10-07,Kerala,,,,,,,,,,,101.642,0.202,323.355,126.0,3.69,247,0,1,,
2023,281,2023-10-08,2023-10-15,Karnataka,76.0,,0.2256,,0.1995,,0.1814,,0.0119,,33.712,0.0,154.862,84.144,2.68,117,0,0,0,0
2023,281,2023-10-08,2023-10-15,Kerala,3581.0,,22.0114,,0.5827,,0.0802,,1.0891,,94.631,15.01,262.695,164.676,4.86,247,0,1,0,0
2023,289,2023-10-16,2023-10-23,Karnataka,28.0,1290.0,1.2624,33.985,0.4749,30.4877,0.155,27.82,0.3854,0.586,17.387,0.0,77.826,44.742,1.93,117,0,0,0,0
2023,289,2023-10-16,2023-10-23,Kerala,3504.0,5527.0,43.7759,33.255,0.5563,30.2465,0.0851,27.905,1.6476,0.5427,45.602,0.0,157.846,73.433,3.69,247,0,1,0,0
2023,297,2023-10-24,2023-10-31,Karnataka,38.0,1322.0,3.5652,33.415,1.2345,30.6647,0.4985,28.465,0.7496,0.4666,16.748,0.0,63.662,43.597,1.48,117,0,0,0,0
2023,297,2023-10-24,2023-10-31,Kerala,866.0,5523.0,3.8058,35.83,0.4621,30.2737,0.0945,28.455,0.5658,0.5989,40.352,0.0,191.863,76.477,3.8,247,0,1,0,0
2023,305,2023-11-01,2023-11-08,Karnataka,92.0,791.0,10.3748,32.74,1.3834,31.1332,0.1401,26.875,1.8244,0.7317,54.163,0.717,164.547,76.577,3.56,117,0,0,0,0
2023,305,2023-11-01,2023-11-08,Kerala,2808.0,4510.0,16.6004,34.365,0.7441,30.3178,0.0853,27.215,1.4234,0.5726,95.096,24.373,227.637,139.0,5.76,247,0,1,0,0
2023,313,2023-11-09,2023-11-16,Karnataka,910.0,1291.0,14.5089,34.57,1.0729,31.2903,0.1516,28.035,1.5752,0.7988,31.405,0.737,124.787,105.581,2.0,117,0,0,0,0
2023,313,2023-11-09,2023-11-16,Kerala,2431.0,5562.0,11.617,35.53,0.476,30.4856,0.0794,27.465,0.8917,0.7266,45.776,4.266,129.027,105.581,2.92,247,0,1,0,0
2023,321,2023-11-17,2023-11-24,Karnataka,555.0,1288.0,6.6307,34.56,1.237,30.9075,0.1489,28.555,1.099,0.7472,4.069,0.0,36.312,33.165,0.68,117,0,0,0,0
2023,321,2023-11-17,2023-11-24,Kerala,1769.0,5226.0,9.3944,34.78,0.4542,30.2609,0.0757,27.675,0.5881,0.8759,57.452,0.163,200.672,98.415,3.0,247,0,1,0,0
2023,329,2023-11-25,2023-12-02,Karnataka,1047.0,1272.0,10.6797,33.815,1.1822,30.4614,0.1308,28.35,1.3515,0.5913,6.603,0.0,43.069,43.069,0.84,117,0,0,0,0
2023,329,2023-11-25,2023-12-02,Kerala,5075.0,5590.0,20.1119,35.205,0.5101,30.6473,0.0718,28.47,1.1974,0.6006,11.687,0.0,68.166,60.568,1.64,247,0,1,0,0
2023,337,2023-12-03,2023-12-10,Karnataka,459.0,1236.0,8.9744,34.535,0.8347,30.1277,0.1575,27.845,1.3482,0.73,8.727,0.0,51.243,51.133,0.65,117,0,0,0,0
2023,337,2023-12-03,2023-12-10,Kerala,3404.0,5317.0,17.6369,34.77,0.3237,30.5246,0.0478,27.69,0.7724,0.8237,30.549,0.0,136.155,102.702,1.98,247,0,1,0,0
2023,345,2023-12-11,2023-12-18,Karnataka,924.0,1278.0,7.5862,35.155,0.8736,30.1803,0.1455,27.045,1.2023,0.6123,5.015,0.0,80.682,80.399,0.56,117,0,0,0,0
2023,345,2023-12-11,2023-12-18,Kerala,1967.0,5386.0,4.6687,37.575,0.3465,30.3279,0.0803,27.34,0.5569,0.7402,26.933,0.0,223.733,206.013,1.67,247,0,1,0,0
2023,353,2023-12-19,2023-12-26,Karnataka,1174.0,1304.0,9.6834,35.125,0.9325,30.32,0.152,27.585,1.3711,0.6936,0.009,0.0,0.366,0.366,0.0,117,0,0,0,0
2023,353,2023-12-19,2023-12-26,Kerala,5393.0,5668.0,11.2369,36.185,0.3539,30.1706,0.0814,26.77,0.6766,0.6147,1.867,0.0,25.537,18.381,0.43,247,0,1,0,0
2023,361,2023-12-27,2023-12-31,Karnataka,1167.0,1263.0,9.2204,36.45,1.0095,30.0654,0.1478,27.185,1.4114,0.6954,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2023,361,2023-12-27,2023-12-31,Kerala,4907.0,5486.0,21.8745,38.56,0.3079,30.3724,0.0809,28.2,0.7279,0.7894,0.525,0.0,13.834,13.743,0.1,247,0,1,0,0
2024,1,2024-01-01,2024-01-08,Karnataka,850.0,1178.0,2.8934,33.745,0.4222,30.0331,0.1256,27.04,0.4467,0.6645,18.491,0.0,72.582,32.891,2.02,117,0,0,0,0
2024,1,2024-01-01,2024-01-08,Kerala,2755.0,5252.0,2.8285,36.06,0.2111,30.4853,0.0956,27.765,0.2272,0.7072,37.94,0.26,138.053,93.977,2.79,247,0,1,0,0
2024,9,2024-01-09,2024-01-16,Karnataka,1114.0,1269.0,10.8906,34.34,0.9901,30.0125,0.1568,26.485,1.4349,0.5768,8.262,0.0,62.225,44.066,0.72,117,0,0,0,0
2024,9,2024-01-09,2024-01-16,Kerala,4195.0,5643.0,8.6282,36.245,0.2612,29.797,0.0937,24.115,0.5081,0.6271,10.496,0.0,55.417,41.257,1.15,247,0,1,0,0
2024,17,2024-01-17,2024-01-24,Karnataka,1064.0,1228.0,9.0035,34.075,1.0975,29.5789,0.1169,28.25,1.4081,0.479,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,17,2024-01-17,2024-01-24,Kerala,3430.0,5615.0,7.0648,36.32,0.2481,29.7446,0.0758,26.9,0.54,0.5653,0.72,0.0,8.946,8.125,0.19,247,0,1,0,0
2024,25,2024-01-25,2024-02-01,Karnataka,1133.0,1241.0,9.2356,36.65,1.0448,29.5475,0.1353,26.21,1.3687,0.6366,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,25,2024-01-25,2024-02-01,Kerala,4654.0,5617.0,47.5321,36.495,0.3755,29.6216,0.0552,27.525,1.2274,0.586,0.534,0.0,27.513,27.513,0.07,247,0,1,0,0
2024,33,2024-02-02,2024-02-09,Karnataka,1172.0,1234.0,7.4888,34.98,0.9854,29.8811,0.1449,27.33,1.2871,0.8172,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,33,2024-02-02,2024-02-09,Kerala,5004.0,5593.0,6.4849,36.665,0.3526,29.7846,0.0856,26.93,0.722,0.6339,0.205,0.0,10.384,10.384,0.06,247,0,1,0,0
2024,41,2024-02-10,2024-02-17,Karnataka,1107.0,1205.0,8.554,35.87,0.6979,30.4094,0.1273,27.43,0.9735,0.595,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,41,2024-02-10,2024-02-17,Kerala,5259.0,5540.0,31.1749,37.005,0.2922,30.0834,0.1044,25.98,0.8095,0.5805,0.0,0.0,0.0,0.0,0.0,247,0,1,0,0
2024,49,2024-02-18,2024-02-25,Karnataka,1180.0,1218.0,13.2735,35.61,1.0736,30.2529,0.1294,29.56,1.5773,0.6725,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,49,2024-02-18,2024-02-25,Kerala,5044.0,5581.0,9.6974,37.615,0.283,29.9442,0.0872,27.98,0.6557,0.6769,0.14,0.0,3.353,3.353,0.05,247,0,1,0,0
2024,57,2024-02-26,2024-03-04,Karnataka,1072.0,1218.0,4.102,37.54,0.6472,30.2063,0.117,29.455,0.7696,0.9229,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,57,2024-02-26,2024-03-04,Kerala,5294.0,5503.0,5.3062,36.99,0.265,30.1171,0.0905,28.33,0.505,0.5848,0.0,0.0,0.0,0.0,0.0,247,0,1,0,0
2024,65,2024-03-05,2024-03-12,Karnataka,404.0,1214.0,5.5778,36.43,0.9502,30.3023,0.1406,29.145,1.3151,0.7087,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,65,2024-03-05,2024-03-12,Kerala,1268.0,5557.0,0.2822,39.695,0.1371,30.7114,0.1058,29.645,0.0181,0.6367,0.109,0.0,2.685,2.685,0.04,247,0,1,0,0
2024,73,2024-03-13,2024-03-20,Karnataka,,1213.0,,35.985,,30.0963,,29.46,,0.6473,0.0,0.0,0.0,0.0,0.0,117,0,0,,
2024,73,2024-03-13,2024-03-20,Kerala,1162.0,5573.0,0.5221,38.05,0.1346,30.1046,0.0946,29.415,0.0333,0.741,0.406,0.0,6.497,6.497,0.12,247,1,2,0,1
2024,81,2024-03-21,2024-03-28,Karnataka,,1190.0,,36.125,,30.0329,,29.23,,0.6188,0.938,0.0,18.036,17.658,0.12,117,0,0,,
2024,81,2024-03-21,2024-03-28,Kerala,3428.0,5488.0,1.3008,38.37,0.1447,30.8192,0.0921,29.465,0.0573,0.5231,1.934,0.0,24.225,24.225,0.28,247,0,2,0,0
2024,89,2024-03-29,2024-04-05,Karnataka,,1203.0,,38.125,,30.5482,,29.22,,0.8044,0.249,0.0,7.148,7.148,0.06,117,0,0,,
2024,89,2024-03-29,2024-04-05,Kerala,,5565.0,,39.595,,31.0093,,29.69,,0.7065,5.431,0.0,61.012,30.037,0.9,247,0,2,,
2024,97,2024-04-06,2024-04-13,Karnataka,70.0,1219.0,0.1969,39.115,0.1632,31.4,0.1325,30.42,0.011,0.9707,2.318,0.0,44.902,44.902,0.42,117,0,0,0,0
2024,97,2024-04-06,2024-04-13,Kerala,3842.0,5572.0,3.5473,39.83,0.1609,32.1951,0.0787,30.685,0.1587,0.7527,12.761,0.0,118.701,80.023,1.1,247,0,2,0,0
2024,105,2024-04-14,2024-04-21,Karnataka,714.0,1215.0,1.7388,38.375,0.2864,31.6813,0.1279,30.4,0.218,0.7613,24.564,0.0,107.444,101.712,2.06,117,0,0,0,0
2024,105,2024-04-14,2024-04-21,Kerala,851.0,4385.0,1.3769,39.265,0.1754,31.2274,0.081,28.24,0.1243,0.6768,7.32,0.0,36.233,29.87,1.18,247,0,2,0,0
2024,113,2024-04-22,2024-04-29,Karnataka,410.0,1217.0,0.9501,38.155,0.2112,31.879,0.1319,30.135,0.1234,0.8037,2.215,0.0,32.808,32.808,0.39,117,0,0,0,0
2024,113,2024-04-22,2024-04-29,Kerala,1842.0,5538.0,2.1989,38.655,0.2461,32.3135,0.0746,30.135,0.1905,0.8891,6.729,0.0,72.266,53.0,0.98,247,0,2,0,0
2024,121,2024-04-30,2024-05-07,Karnataka,,,,,,,,,,,1.894,0.0,30.501,30.221,0.3,117,0,0,,
