year,doy_start,date_start,date_end,region,chlor_a_n_pixels,sst_n_pixels,chlor_a_max,sst_max,chlor_a_mean,sst_mean,chlor_a_min,sst_min,chlor_a_std,sst_std,rainfall_mm_total_mean,rainfall_mm_total_min,rainfall_mm_total_max,rainfall_mm_max_daily,rainy_days_mean,rainfall_n_cells,hab_event_documented,hab_events_last_52w,bloom,bloom_or_documented
2024,121,2024-04-30,2024-05-07,Kerala,,,,,,,,,,,11.743,0.0,55.352,46.304,1.42,247,0,2,,
2024,129,2024-05-08,2024-05-15,Karnataka,,,,,,,,,,,33.358,0.0,126.359,75.105,3.08,117,0,0,,
2024,129,2024-05-08,2024-05-15,Kerala,,,,,,,,,,,64.665,6.042,150.321,91.493,4.92,247,0,2,,
2024,137,2024-05-16,2024-05-23,Karnataka,,,,,,,,,,,105.193,0.0,254.211,119.305,5.99,117,0,0,,
2024,137,2024-05-16,2024-05-23,Kerala,,,,,,,,,,,183.762,5.72,409.265,184.598,7.16,247,0,2,,
2024,145,2024-05-24,2024-05-31,Karnataka,,,,,,,,,,,43.568,0.0,220.985,120.309,2.52,117,0,0,,
2024,145,2024-05-24,2024-05-31,Kerala,,,,,,,,,,,121.818,0.544,513.6,137.842,4.62,247,0,2,,
2024,153,2024-06-01,2024-06-08,Karnataka,,649.0,,36.935,,30.4756,,25.38,,0.8963,65.198,0.0,303.47,193.304,4.62,117,0,0,,
2024,153,2024-06-01,2024-06-08,Kerala,106.0,1457.0,9.1873,32.48,1.5339,29.0498,0.2189,25.895,1.9458,0.6858,77.529,3.521,293.71,116.348,5.57,247,0,1,0,0
2024,161,2024-06-09,2024-06-16,Karnataka,,287.0,,32.025,,29.3563,,27.68,,0.5287,107.218,0.0,356.4,172.995,5.51,117,0,0,,
2024,161,2024-06-09,2024-06-16,Kerala,480.0,3951.0,17.369,34.675,0.9404,29.8046,0.1267,26.93,1.6959,0.6609,70.376,0.0,238.848,77.716,4.97,247,0,1,0,0
2024,169,2024-06-17,2024-06-24,Karnataka,60.0,698.0,0.8888,33.145,0.4,29.8842,0.1531,27.8,0.2205,0.7593,76.019,0.0,228.613,83.57,5.01,117,0,0,0,0
2024,169,2024-06-17,2024-06-24,Kerala,256.0,3228.0,0.9189,35.735,0.2491,29.6062,0.098,27.58,0.1594,0.962,87.399,0.0,343.585,109.751,5.7,247,0,1,0,0
2024,177,2024-06-25,2024-07-02,Karnataka,,394.0,,29.37,,28.4672,,26.635,,0.5511,211.64,0.0,616.536,212.555,6.82,117,0,0,,
2024,177,2024-06-25,2024-07-02,Kerala,437.0,2917.0,73.3473,31.48,6.8146,28.0592,0.1569,25.025,13.8235,0.5385,202.172,1.938,572.03,196.837,7.01,247,0,1,1,1
2024,185,2024-07-03,2024-07-10,Karnataka,,26.0,,30.56,,28.4621,,27.97,,0.6831,212.895,0.154,720.002,233.491,6.69,117,0,0,,
2024,185,2024-07-03,2024-07-10,Kerala,,2788.0,,33.31,,28.3512,,26.13,,0.6839,84.144,0.57,283.121,91.737,6.14,247,0,1,,
2024,193,2024-07-11,2024-07-18,Karnataka,,,,,,,,,,,319.787,0.763,959.745,263.773,7.24,117,0,0,,
2024,193,2024-07-11,2024-07-18,Kerala,,,,,,,,,,,260.124,7.231,760.005,240.513,6.6,247,0,1,,
2024,201,2024-07-19,2024-07-26,Karnataka,,,,,,,,,,,324.831,16.34,852.986,179.225,7.84,117,0,0,,
2024,201,2024-07-19,2024-07-26,Kerala,,,,,,,,,,,138.977,3.873,523.198,160.347,6.26,247,0,1,,
2024,209,2024-07-27,2024-08-03,Karnataka,,,,,,,,,,,315.965,22.079,970.981,239.594,7.08,117,0,0,,
2024,209,2024-07-27,2024-08-03,Kerala,,,,,,,,,,,228.488,6.817,624.643,262.363,6.78,247,0,1,,
2024,217,2024-08-04,2024-08-11,Karnataka,17.0,483.0,0.8437,28.52,0.7309,27.8877,0.5993,26.625,0.0818,0.3767,93.584,3.219,412.947,121.32,5.92,117,0,0,0,0
2024,217,2024-08-04,2024-08-11,Kerala,1414.0,3130.0,76.6566,31.92,5.4233,27.6247,0.1228,25.3,7.1842,0.9504,35.956,0.0,186.846,71.939,4.27,247,0,1,1,1
2024,225,2024-08-12,2024-08-19,Karnataka,1.0,1167.0,0.2093,32.815,0.2093,28.1287,0.2093,25.47,0.0,0.8053,56.459,7.869,131.97,61.102,4.91,117,0,0,0,0
2024,225,2024-08-12,2024-08-19,Kerala,475.0,4982.0,4.3069,33.965,1.5452,27.7973,0.1913,24.03,1.0206,0.9929,62.536,8.349,221.688,109.641,5.24,247,0,1,0,0
2024,233,2024-08-20,2024-08-27,Karnataka,531.0,871.0,5.8897,32.605,0.8313,28.0599,0.2151,26.045,0.691,0.5475,97.013,8.347,289.207,109.157,5.6,117,0,0,0,0
2024,233,2024-08-20,2024-08-27,Kerala,2514.0,4970.0,28.7351,32.92,2.1167,28.3012,0.1308,25.44,2.8954,0.621,51.78,0.327,150.177,116.054,4.56,247,0,1,1,1
2024,241,2024-08-28,2024-09-04,Karnataka,,,,,,,,,,,111.326,2.997,418.923,83.841,6.38,117,0,0,,
2024,241,2024-08-28,2024-09-04,Kerala,,,,,,,,,,,108.089,0.0,320.8,125.8,6.2,247,0,1,,
2024,249,2024-09-05,2024-09-12,Karnataka,,,,,,,,,,,82.865,0.0,296.813,62.221,5.97,117,0,0,,
2024,249,2024-09-05,2024-09-12,Kerala,,,,,,,,,,,61.757,0.0,178.774,46.385,5.72,247,0,1,,
2024,257,2024-09-13,2024-09-20,Karnataka,,,,,,,,,,,21.012,0.0,85.92,42.806,3.15,117,0,0,,
2024,257,2024-09-13,2024-09-20,Kerala,,,,,,,,,,,7.884,0.0,65.956,35.688,1.71,247,0,1,,
2024,265,2024-09-21,2024-09-28,Karnataka,729.0,1059.0,79.0071,32.87,7.1903,29.4553,0.6002,27.29,7.2293,0.7109,76.378,2.41,304.47,112.29,5.0,117,0,0,1,1
2024,265,2024-09-21,2024-09-28,Kerala,2150.0,4822.0,80.9912,33.755,3.9153,29.0946,0.1939,26.385,7.4323,0.6654,23.669,0.0,129.389,55.447,3.32,247,0,1,1,1
2024,273,2024-09-29,2024-10-06,Karnataka,949.0,1361.0,33.4605,35.17,3.3719,29.1542,0.7391,27.53,2.4669,0.9306,35.315,1.969,183.155,117.247,3.81,117,0,0,1,1
2024,273,2024-09-29,2024-10-06,Kerala,2221.0,3908.0,69.2066,34.43,5.2735,29.1534,0.201,27.04,6.3105,0.885,48.29,2.3,157.035,70.517,4.23,247,0,1,1,1
2024,281,2024-10-07,2024-10-14,Karnataka,516.0,1077.0,85.6663,33.665,15.5705,29.6919,0.5119,27.82,14.7627,0.8336,95.885,0.0,246.658,140.713,6.49,117,0,0,1,1
2024,281,2024-10-07,2024-10-14,Kerala,131.0,1271.0,4.8091,31.895,0.7117,29.4342,0.2,27.2,1.087,0.6991,102.471,9.452,344.109,175.877,6.19,247,0,1,0,0
2024,289,2024-10-15,2024-10-22,Karnataka,1137.0,1318.0,11.5713,33.345,1.8149,30.6258,0.2008,26.535,2.2698,0.6025,97.812,16.706,189.044,92.511,5.97,117,0,0,0,0
2024,289,2024-10-15,2024-10-22,Kerala,5311.0,5635.0,55.1679,34.02,0.8408,30.2148,0.1016,27.25,2.2423,0.6496,53.141,0.536,239.249,86.332,5.44,247,0,1,0,0
2024,297,2024-10-23,2024-10-30,Karnataka,45.0,1355.0,1.2157,33.33,0.4253,30.2057,0.2492,28.04,0.2322,0.5141,15.417,0.0,72.523,70.307,1.93,117,0,0,0,0
2024,297,2024-10-23,2024-10-30,Kerala,3462.0,5692.0,5.9409,34.36,0.3875,29.8295,0.131,26.94,0.4899,0.6736,50.502,0.0,223.479,70.393,3.8,247,0,1,0,0
2024,305,2024-10-31,2024-11-07,Karnataka,611.0,1443.0,2.1828,34.59,0.3154,30.4367,0.1742,27.775,0.2164,0.6305,27.332,0.0,97.35,65.599,2.74,117,0,0,0,0
2024,305,2024-10-31,2024-11-07,Kerala,4376.0,5723.0,5.4448,34.59,0.2935,30.2656,0.0899,27.875,0.3427,0.4324,56.041,0.335,252.943,101.279,4.0,247,0,1,0,0
2024,313,2024-11-08,2024-11-15,Karnataka,327.0,1371.0,69.9729,34.315,1.2381,30.6152,0.1456,26.485,6.1644,0.7255,11.39,0.0,50.984,50.984,0.98,117,0,0,0,0
2024,313,2024-11-08,2024-11-15,Kerala,1329.0,5650.0,2.7248,34.68,0.1781,30.3108,0.0989,26.485,0.1895,0.506,18.641,0.0,94.794,59.4,2.27,247,0,1,0,0
2024,321,2024-11-16,2024-11-23,Karnataka,1064.0,1369.0,34.2722,34.74,1.6321,30.3241,0.1315,26.835,3.5043,0.8616,4.37,0.0,34.344,30.666,0.75,117,0,0,0,0
2024,321,2024-11-16,2024-11-23,Kerala,2602.0,4610.0,16.1407,34.81,0.4983,30.2721,0.0972,26.31,1.3668,0.7294,19.318,0.0,80.683,65.214,2.64,247,0,1,0,0
2024,329,2024-11-24,2024-12-01,Karnataka,34.0,1214.0,14.472,33.12,1.7779,29.4771,0.2257,24.68,3.5269,0.8383,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,329,2024-11-24,2024-12-01,Kerala,393.0,3360.0,2.3143,34.035,0.3673,29.9545,0.1168,27.74,0.2719,0.6769,5.689,0.0,54.035,51.731,0.9,247,0,1,0,0
2024,337,2024-12-02,2024-12-09,Karnataka,796.0,,41.4674,,2.261,,0.1459,,4.5946,,48.261,2.054,203.674,189.379,3.16,117,0,0,1,1
2024,337,2024-12-02,2024-12-09,Kerala,4131.0,,12.9025,,0.4398,,0.0869,,1.0024,,81.137,0.411,224.093,189.379,3.16,247,0,1,0,0
2024,345,2024-12-10,2024-12-17,Karnataka,841.0,1395.0,11.3982,34.015,0.8048,29.5294,0.1452,25.595,1.5991,0.816,0.812,0.0,10.839,6.287,0.23,117,0,0,0,0
2024,345,2024-12-10,2024-12-17,Kerala,3023.0,5713.0,14.2749,34.58,0.2868,29.9183,0.076,23.67,0.6449,0.5581,29.634,0.0,303.761,226.054,1.99,247,0,1,0,0
2024,353,2024-12-18,2024-12-25,Karnataka,1026.0,1377.0,12.2303,33.355,1.2335,29.0337,0.1223,26.705,1.8365,0.7258,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2024,353,2024-12-18,2024-12-25,Kerala,5397.0,5779.0,48.7393,34.27,0.4545,29.4183,0.0905,23.185,1.3273,0.5786,0.696,0.0,17.598,17.598,0.12,247,0,1,0,0
2024,361,2024-12-26,2024-12-31,Karnataka,1177.0,1359.0,10.7961,35.14,1.2049,29.4811,0.1763,26.64,1.8731,0.9585,0.353,0.0,10.046,10.046,0.08,117,0,0,0,0
2024,361,2024-12-26,2024-12-31,Kerala,4826.0,5645.0,7.5465,34.3,0.3599,29.1988,0.0956,25.92,0.8189,0.5844,3.159,0.0,36.631,27.535,0.5,247,0,1,0,0
